"","ocurrenceID","database","collectionCode","basisOfRecord","scientificName","genus","specificEpithet","eventDate","year","month","day","startDayOfYear","dayCode","phenology","buds","flowers","fruit","vegetative","unknown","phenologyNotes","generalNotes","stateProvince","county","municipality","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","picture","pictureChecked","inBCBrange","phenOne","phenTwo","phenThree","PhenFour","locationNotes","coordinateSource","coordinateUncertaintySource","compiler"
"1791",12628901,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/13/1973",1973,9,13,256,1973256,"flowering","unknown","Y","N"," "," ","","","Kentucky","Calloway","","Junction Hwy 121 and 280; 3 miles N on 280; .2 miles on dirt road; west side of road.",36.579871,-88.155222,2000,"Y","Y","Y","Yes","Flowering","","","had coordinates provided, but used more accurate location based on description instead","locality","best estimate","JA"
"1792",12628902,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/19/1969",1969,9,19,262,1969262,"flowering and ???","maybe","Y","maybe"," "," ","recheck phenology: very unsure","","Kentucky","Meade","","intersection of ky 1638 and otter creek",37.92251,-86.030049,200,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1793",12628903,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/24/1982",1982,8,24,236,1982236,"flowering","unknown","Y","N"," "," ","","","Kentucky","Pike","","edge of pond below old silica mine, pine mtn above elkhorn stone quarry",37.469023,-82.395867,44756,"Y","Y","Y","Yes","Flowering","","","couldn't find locality, used county","county","geolocate","JA"
"1794",12628906,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/24/1982",1982,8,24,236,1982236,"buds","Y","N","N"," "," ","","","Kentucky","Pike","","along rocky bar of russell fk, approx 1/2 mile below grassy creek",37.469023,-82.395867,44756,"Y","Y","Y","Yes","Flowering","Early","","desrciption doesn’t lead to clear locality, used county","county","geolocate","JA"
"1795",12628907,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/27/1969",1969,9,27,270,1969270,"flowering","unknown","Y","N"," "," ","","","Kentucky","Powell","","along ky 77",37.818311,-83.669898,4300,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1796",12628913,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/18/1974",1974,8,18,230,1974230,"flowering and ???","maybe","Y","maybe"," "," ","recheck phenology: very unsure","","Maryland","Garrett","","Lost-land run",39.375442,-79.266166,3300,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1797",12628915,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/29/1969",1969,8,29,241,1969241,"flowering","unknown","Y","N"," "," ","","","Maryland","Garrett","","along north branch of potomac river. Directly across from bayard, WV",39.274659,-79.365686,700,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1798",12628916,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/20/1967",1967,9,20,263,1967263,"fruit","N","N","Y"," "," ","","","Maryland","Garrett","","near herrington manor",39.454257,-79.446934,7000,"Y","Y","Y","Yes","Fruiting","","","","locality","best estimate","JA"
"1799",12628917,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/27/1969",1969,8,27,239,1969239,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Maryland","Garrett","","south slope facing headwaters of north branch of potomac river at kempton",39.206246,-79.484896,2000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1800",12628925,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","7/27/1924",1924,7,27,209,1924209,"flowering","unknown","Y","N"," "," ","","","Tennessee","Blount","","above townsend",35.675366,-83.755728,2006,"Y","Y","Y","Yes","Flowering","","","","town","geolocate","JA"
"1801",12628926,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/8/1965",1965,8,8,220,1965220,"buds","Y","N","N"," "," ","","","Tennessee","Fayette","","beasley farm, south of la grange",35.045367,-89.24368,3253,"Y","Y","Y","Yes","Flowering","Early","","couldn't find locality","town","geolocate","JA"
"1802",12628928,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/29/1961",1961,9,29,272,1961272,"flowering and fruit","unknown","Y","Y"," "," ","","same day/close together, some have different phenology","Tennessee","Morgan","","roadside swamp near coalfield",36.028966,-84.420764,3036,"Y","Y","Y","Yes","Both","","","","town","geolocate","JA"
"1803",12628930,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/17/1970",1970,9,17,260,1970260,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","same day/place, some have different phenology","Tennessee","Polk","","along hiwasse river at mcfarlands below cherokee national forest rd 23, east of reliance about 9 miles",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"1804",12628931,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/10/1979",1979,9,10,253,1979253,"buds?","Y","N","maybe"," "," ","recheck phenology: unsure","same day/place, different phenology?","Tennessee","Robertson","","Cedar Hill Swamp east of Cedar Hill. Infrequent in wet woods south of railroad.",36.546065,-86.992282,1000,"Y","Y","Y","Yes","Flowering","Early","","","locality","best estimate","JA"
"1805",12628949,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/18/1967",1967,9,18,261,1967261,"vegetative","N","N","N","Y"," ","","","Virginia","Augusta","","swale near marble valley",38.135405,-79.425318,3036,"Y","Y","Y","No","","","","","town","geolocate","JA"
"1806",12628950,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/16/1964",1964,9,16,260,1964260,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology?","Virginia","Augusta","","1.5 mi below mennonite church, backcreek(?) road (or back neck?)  #814",38.164517,-79.13383,41567,"Y","Y","Y","Yes","Flowering","",""," couldn't find locality, used county ","county","geolocate","JA"
"1807",12628951,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/12/1966",1966,9,12,255,1966255,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Virginia","Bedford","","wood road, MP 81 on Blue Ridge Parkway. To Big Mash beside stream",37.479478,-79.572738,22000,"Y","Y","Y","Yes","Flowering","",""," couldn't find exact locality","locality","best estimate","JA"
"1808",12628953,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/28/1971",1971,9,28,271,1971271,"flowering and fruit","unknown","Y","Y"," "," ","","same day/place, some have different phenology","Virginia","Charles City","","ditch between woods and NE-most two fish ponds, harrison lake national fish hatchery about 8 miles w of charles city via VA rt 5",37.336239,-77.186569,500,"Y","Y","Y","Yes","Both","","","","locality","best estimate","JA"
"1809",12628954,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/25/1975",1975,9,25,268,1975268,"flowering","unknown","Y","N"," "," ","","","Virginia","Charles City","","junction of va rt 5 and va rt 155 ",37.34396,-77.071226,200,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1810",12628956,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/6/1968",1968,10,6,280,1968280,"flowering","unknown","Y","N"," "," ","","","Virginia","Dinwiddie","","backwater slope on Hatcher's Run 5 m? ??? NW of Bargers???",37.167157,-77.543076,12000,"Y","Y","Y","Yes","Flowering","",""," couldn't read whole locality","locality","best estimate","JA"
"1811",12628957,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/4/1975",1975,10,4,277,1975277,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Virginia","Fluvanna","","on gravel bar in kent branch, 1/4 mile north of the rt 601 bridge",37.876022,-78.172012,200,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1812",12628960,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/22/1968",1968,9,22,266,1968266,"flowering","unknown","Y","N"," "," ","","","Virginia","Frederick","","swale along fall creek near mt falls",39.113471,-78.393928,1000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1813",12628972,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/11/1965",1965,8,11,223,1965223,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","same day/place, different phenology?","Virginia","Giles","","ditch at entrance to mtn lake biological station at jct with w va road",37.372574,-80.525717,600,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1814",12628974,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/24/1959",1959,9,24,267,1959267,"fruit","N","N","Y"," "," ","","same day/place, different phenology","Virginia","Giles","","across big stony creek below mt lake",37.418783,-80.563618,9000,"Y","Y","Y","Yes","Fruiting","",""," creek isn't below lake","locality","best estimate","JA"
"1815",12628978,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/9/1975",1975,9,9,252,1975252,"flowering","unknown","Y","N"," "," ","","same day/place, different phenology?","Virginia","Gloucester","","along beaverdam swamp stream at rt 606 crossing, gauging station on abandoned portion of old road. F-6",37.471151,-76.564158,3000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1816",12628981,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/28/1965",1965,8,28,240,1965240,"flowering","unknown","Y","N"," "," ","","","Virginia","Grayson","","3.6 miles west of saddle creek on us 78 (e of fox)",36.614353,-81.288134,6000,"Y","Y","Y","Yes","Flowering","",""," assuming route 78 is actually route 58","locality","best estimate","JA"
"1817",12628982,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/29/1968",1968,9,29,273,1968273,"flowering and fruit","unknown","Y","Y"," "," ","","","Virginia","Greensville","","in Fon tain (?) creek, SE of taylors millpond",36.570926,-77.451292,1000,"Y","Y","Y","Yes","Both","",""," couldn't find exact locality","locality","best estimate","JA"
"1818",12628983,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/14/1967",1967,10,14,287,1967287,"flowering and fruit","unknown","Y","Y"," "," ","","","Virginia","Greensville","","creek bank 6 miles NE of skippers",36.67332,-77.469994,6526,"Y","Y","Y","Yes","Both","","","","town+direction+distance","geolocate","JA"
"1819",12628984,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/29/1968",1968,9,29,273,1968273,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Virginia","Greensville","","otterdam swamp on sussex greensville line",36.78503,-77.47482,20000,"Y","Y","Y","Yes","Flowering","",""," couldn't find exact locality","county line","best estimate","JA"
"1820",12628987,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/12/1974",1974,10,12,285,1974285,"flowering","unknown","Y","N"," "," ","","","Virginia","Henrico","","chickahominy swamp off route 668, 0.3 mi N of jucntion with route 669",37.505872,-77.332734,35000,"Y","Y","Y","Yes","Flowering","",""," couldn't find locality, used county ","county","best estimate","JA"
"1821",12628992,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/24/1927",1927,8,24,236,1927236,"flowering and fruit","unknown","Y","Y"," "," ","","","Virginia","Madison","","stream course, skyland, on stony man mountain",38.597778,-78.371667,2000,"Y","Y","Y","Yes","Both","","","","locality","best estimate","JA"
"1822",12628993,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/28/1974",1974,8,28,240,1974240,"flowering","unknown","Y","N"," "," ","","","Virginia","New Kent","","marsh, in ravine bottom in disturbed area under power lines, second ravine w of end of private drive adjoining rt 673. P.0. barhamsville",37.45459,-76.84024,3036,"Y","Y","Y","Yes","Flowering","",""," couldn't find locality, used town","town","geolocate","JA"
"1823",12628995,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/22/1965",1965,8,22,234,1965234,"buds","Y","N","N"," "," ","","same day/place, same phenology","Virginia","Patrick","","stream margin, vicinity of cedarmont near stuart",NA,NA,NA,"Y","Y","Y","Yes","Flowering","Early","","","","","JA"
"1824",12628997,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/31/1968",1968,8,31,244,1968244,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Virginia","Page","","at Bear Wallow Page-Warren Co.",38.7709502,-78.2913916,7000,"Y","?","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1825",12628998,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/22/1965",1965,8,22,234,1965234,"buds","Y","N","N"," "," ","","same day/place, same phenology","Virginia","Patrick","","stream margin, vicinity of cedarmont near stuart",36.64097,-80.265609,1424,"Y","Y","Y","Yes","Flowering","Early",""," couldn't find locality, used town","town","geolocate","JA"
"1826",12629001,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/8/1967",1967,9,8,251,1967251,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","same day/place, same phenology?","Virginia","Rockbridge","","route 607, by stream",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"1827",12629005,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","11/10/1968",1968,11,10,315,1968315,"fruit","N","N","Y"," "," ","","","Virginia","Surry","","swamp back of claremont beach",37.227926,-76.964132,2580,"Y","Y","Y","Yes","Fruiting","","","","town","geolocate","JA"
"1828",12629006,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/16/1967",1967,10,16,289,1967289,"flowering","unknown","Y","N"," "," ","","","Virginia","Surry","","swale 1 mile north of surry C.H.",37.152428,-76.835238,3467,"Y","Y","Y","Yes","Flowering","","","","town+direction+distance","geolocate","JA"
"1829",12629007,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/6/1967",1967,9,6,249,1967249,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Virginia","Wythe","","wooded bank along Reed Creek sw of wytheville",36.927265,-81.113898,2000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1830",12629017,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/1/1951",1951,10,1,274,1951274,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","West Virginia","Barbour","","1 mile west alderson broaddus farm",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"1831",12629018,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/23/1969",1969,8,23,235,1969235,"vegetative???","maybe","maybe","maybe","Y"," ","recheck phenology: very unsure. top of plant missing?","","West Virginia","Grant","","open field, near Preston, Tucker, and Garret Co., Md. lines at Fairfax Stone",39.193432,-79.485682,600,"Y","Y","Y","No","","","","","locality","best estimate","JA"
"1832",12629021,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/22/1967",1967,9,22,265,1967265,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","West Virginia","Monongalia","","under power line at greer sand plant.",39.630284,-80.046544,33966,"Y","Y","Y","Yes","Flowering","",""," couldn't find locality, used county ","county","geolocate","JA"
"1833",12629023,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/21/1959",1959,8,21,233,1959233,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","West Virginia","Pocahontas","","cranberry glades in long glade and vicinity. Monongahela national forest. Has map",38.198419,-80.272232,1000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1834",12629024,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/12/1959",1959,8,12,224,1959224,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","West Virginia","Pocahontas","","along williams river on F.S. road 216.  Monongahela national forest. has map",38.267697,-80.226075,5000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1835",12629025,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/16/1964",1964,8,16,229,1964229,"flowering and fruit???","unknown","Y","Y"," "," ","recheck phenology: very unsure","same day/place, some have different phenology","West Virginia","Preston","","cranesville bog, near cranesville",39.553143,-79.494767,NA,"Y","Y","Y","Yes","Both","","","","provided","","JA"
